smiles
CC(C(C(C)C(C)(C)C)C(C)C(C)(C)C)C(C)(C)C
CC(C(C)(C)C(C)(C)C)C(C)(C)C(C)(C)C
CC(C(C)(C)C)C(C)(C)C
CC(C(C)(C)C)C(C)(C)C(C(C)(C)C)C(C)(C)C
CC(C(C)(C)C)C(C)(C)C(C)C(C)(C)C
CC(C(C)C(C)(C)C(C)(C)C)C(C)(C)C(C)(C)C
CC(C(C)C(C)(C)C)C(C(C)(C)C)C(C)(C)C
CC(C(C)C(C)(C)C)C(C)(C)C
CC(C(C)C(C)(C)C)C(C)C(C)(C)C
CC(C(C)C(C)C(C)(C)C)C(C)C(C)C(C)(C)C
CC(C)(C)C
CC(C)(C)C(C(C(C)(C)C)C(C)(C)C)C(C)(C)C
CC(C)(C)C(C(C)(C)C)(C(C)(C)C)C(C)(C)C
CC(C)(C)C(C(C)(C)C)C(C)(C)C
CC(C)(C)C(C)(C(C)(C)C)C(C)(C)C
CC(C)(C)C(C)(C)C
CC(C)(C)C(C)(C)C(C)(C)C
CC(C)(C)C(C)(C)C(C)(C)C(C)(C)C
CC(C)(C)C(C)(C)C(C)(C)C(C)(C)C(C)(C)C
CC(C)(C)C(C)(C)CC(C)(C)C(C)(C)C
CC(C)(C)C(C)(C)CCC(C)(C(C)(C)C)C(C)(C)C
CC(C)(C)C(C)(C)CCC(C)(C)C(C)(C)C
CC(C)(C)C(CC(C(C)(C)C)C(C)(C)C)C(C)(C)C
CC(C)(C)CC(C(C(C)(C)C)C(C)(C)C)C(C)(C)C
CC(C)(C)CC(C(C)(C)C)(C(C)(C)C)C(C)(C)C
CC(C)(C)CC(C)(C(C)(C)C)C(C)(C)C
CC(C)(C)CC(C)(C)C
CC(C)(C)CC(C)(C)C(C)(C)CC(C)(C)C
CC(C)(C)CC(C)(C)CC(C)(C)CC(C)(C)C
CC(C)(C)CC(C)(CC(C)(C)C)CC(C)(C)C
CC(C)(C)CC(CC(C)(C)C)CC(C)(C)C
CC(C)(C)CCC(C(C)(C)C)(C(C)(C)C)C(C)(C)C
CC(C)(C)CCC(C(C)(C)C)C(C)(C)C
CC(C)(C)CCC(C)(C)C
CC(C)(C)CCC(C)(C)CC(C)(C)C
CC(C)(C)CCC(CCC(C)(C)C)CCC(C)(C)C
CC(C)(C)CCCC(C)(C)C
CC(C)(C)CCCCC(C)(C)C
CC(C)(C)CCCCCC(C)(C)C
CC(C)(C)CCCCCCCC(C)(C)C
CC(C)(C)CCCCCCCCC(C)(C)C
CC(C)(C)CCCCCCCCCC(C)(C)C
CC(C)(C)CCCCCCCCCCC(C)(C)C
CC(C)(C)CCCCCCCCCCCC(C)(C)C
CC(C)C
CC(C)C(C(C)(C)C)(C(C)(C)C)C(C)(C)C
CC(C)C(C(C)(C)C)(C(C)(C)C)C(C)(C)C(C)(C)C
CC(C)C(C(C)(C)C)C(C)(C)C
CC(C)C(C(C)C)(C(C)(C)C)C(C)(C)C
CC(C)C(C(C)C)(C(C)C)C(C)(C)C
CC(C)C(C(C)C)(C(C)C)C(C)C
CC(C)C(C(C)C)C(C(C)C)C(C(C)C)C(C)C
CC(C)C(C(C)C)C(C(C)C)C(C)C
CC(C)C(C(C)C)C(C)(C(C)C)C(C(C)C)C(C)C
CC(C)C(C(C)C)C(C)(C)C
CC(C)C(C(C)C)C(C)(C)C(C(C)C)C(C)C
CC(C)C(C(C)C)C(C)C
CC(C)C(C(C)C)C(C)C(C(C)C)C(C)C
CC(C)C(C(C)C)C(C)C(C)C(C(C)C)C(C)C
CC(C)C(C(C)C)C(C)CC(C)C(C(C)C)C(C)C
CC(C)C(C)(C(C)(C)C)C(C)(C)C
CC(C)C(C)(C(C)C)C(C(C)C)(C(C)C)C(C)C
CC(C)C(C)(C(C)C)C(C)(C(C)C)C(C)C
CC(C)C(C)(C(C)C)C(C)(C)C
CC(C)C(C)(C(C)C)C(C)C
CC(C)C(C)(C(C)C)C(C)C(C)(C(C)C)C(C)C
CC(C)C(C)(C)C
CC(C)C(C)(C)C(C(C)(C)C(C)C)C(C)(C)C(C)C
CC(C)C(C)(C)C(C(C)(C)C)(C(C)(C)C)C(C)(C)C
CC(C)C(C)(C)C(C(C)(C)C)C(C)(C)C
CC(C)C(C)(C)C(C)(C)C
CC(C)C(C)(C)C(C)C
CC(C)C(C)(C)C(C)C(C)(C)C(C)C
CC(C)C(C)(C)CC(C)(C)C
CC(C)C(C)(C)CC(C)(C)C(C(C)(C)C)C(C)(C)C
CC(C)C(C)(C)CC(C)(C)C(C)C
CC(C)C(C)(C)CCCC(C)(C)C(C)C
CC(C)C(C)(CC(C(C)C)(C(C)C)C(C)C)C(C)C
CC(C)C(C)(CC(C)(C(C)C)C(C)C)C(C)C
CC(C)C(C)(CC(C)(C)C)CC(C)(C)C
CC(C)C(C)(CCCC(C)(C(C)C)C(C)C)C(C)C
CC(C)C(C)C
CC(C)C(C)C(C(C)(C)C)(C(C)(C)C)C(C)(C)C
CC(C)C(C)C(C(C)(C)C)C(C)(C)C
CC(C)C(C)C(C)(C)C
CC(C)C(C)C(C)C
CC(C)C(C)C(C)C(C)C
CC(C)C(C)C(C)C(C)C(C)C
CC(C)C(C)C(C)C(C)C(C)C(C)C(C)C
CC(C)C(C)C(C)C(C)C(C)C(C)C(C)C(C)C
CC(C)C(C)C(C)CC(C)C(C)C(C)C
CC(C)C(C)CC(C(C)C)C(C)C
CC(C)C(C)CC(C)C(C)C
CC(C)C(C)CC(CC(C)C(C)C)CC(C)C(C)C
CC(C)C(C)CCC(C(C)C)(C(C)C)C(C)C
